0.00000	0.67996	0.00000	0.67996
0.00002	0.73746	0.00002	0.73749
0.00005	0.45959	0.00005	0.45959
0.00007	-0.02948	0.00007	-0.02948
0.00009	-0.48618	0.00009	-0.48615
0.00011	-0.71347	0.00011	-0.71347
0.00014	-0.68457	0.00014	-0.68454
0.00016	-0.52676	0.00016	-0.52673
0.00018	-0.40500	0.00018	-0.40500
0.00020	-0.39166	0.00020	-0.39169
0.00023	-0.44199	0.00023	-0.44199
0.00025	-0.48315	0.00025	-0.48315
0.00027	-0.50012	0.00027	-0.50012
0.00029	-0.55917	0.00029	-0.55917
0.00032	-0.73581	0.00032	-0.73581
0.00034	-1.00000	0.00034	-1.00000
0.00036	-1.00000	0.00036	-1.00000
0.00039	-1.00000	0.00039	-1.00000
0.00041	-1.00000	0.00041	-1.00000
0.00043	-1.00000	0.00043	-1.00000
0.00045	-0.73505	0.00045	-0.73505
0.00048	-0.47296	0.00048	-0.47296
0.00050	-0.30609	0.00050	-0.30609
0.00052	-0.22775	0.00052	-0.22775
0.00054	-0.23514	0.00054	-0.23511
0.00057	-0.35202	0.00057	-0.35199
0.00059	-0.59207	0.00059	-0.59204
0.00061	-0.92761	0.00061	-0.92761
0.00063	-1.00000	0.00063	-1.00000
0.00066	-1.00000	0.00066	-1.00000
0.00068	-1.00000	0.00068	-1.00000
0.00070	-1.00000	0.00070	-1.00000
0.00073	-1.00000	0.00073	-1.00000
0.00075	-1.00000	0.00075	-1.00000
0.00077	-1.00000	0.00077	-1.00000
0.00079	-0.86774	0.00079	-0.86771
0.00082	-0.74396	0.00082	-0.74393
0.00084	-0.74527	0.00084	-0.74527
0.00086	-0.85730	0.00086	-0.85730
0.00088	-0.99710	0.00088	-0.99716
0.00091	-1.00000	0.00091	-1.00000
0.00093	-0.92984	0.00093	-0.92981
0.00095	-0.67062	0.00095	-0.67062
0.00098	-0.36951	0.00098	-0.36948
0.00100	-0.14377	0.00100	-0.14377
0.00102	-0.05096	0.00102	-0.05099
0.00104	-0.07739	0.00104	-0.07739
0.00107	-0.18085	0.00107	-0.18085
0.00109	-0.33218	0.00109	-0.33218
0.00111	-0.53534	0.00111	-0.53531
0.00113	-0.79340	0.00113	-0.79340
0.00116	-1.00000	0.00116	-1.00000
0.00118	-1.00000	0.00118	-1.00000
0.00120	-1.00000	0.00120	-1.00000
0.00122	-1.00000	0.00122	-1.00000
0.00125	-1.00000	0.00125	-1.00000
0.00127	-0.72546	0.00127	-0.72543
0.00129	-0.44708	0.00129	-0.44708
0.00132	-0.25620	0.00132	-0.25620
0.00134	-0.21686	0.00134	-0.21686
0.00136	-0.37576	0.00136	-0.37576
0.00138	-0.72025	0.00138	-0.72025
0.00141	-1.00000	0.00141	-1.00000
0.00143	-1.00000	0.00143	-1.00000
0.00145	-1.00000	0.00145	-1.00000
0.00147	-1.00000	0.00147	-1.00000
0.00150	-0.76035	0.00150	-0.76035
0.00152	-0.35727	0.00152	-0.35730
0.00154	-0.15302	0.00154	-0.15302
0.00156	-0.14127	0.00156	-0.14127
0.00159	-0.17947	0.00159	-0.17947
0.00161	-0.12018	0.00161	-0.12021
0.00163	0.06396	0.00163	0.06400
0.00166	0.26437	0.00166	0.26437
0.00168	0.35114	0.00168	0.35114
0.00170	0.29761	0.00170	0.29761
0.00172	0.21497	0.00172	0.21497
0.00175	0.27020	0.00175	0.27020
0.00177	0.53934	0.00177	0.53937
0.00179	0.94156	0.00179	0.94162
0.00181	0.99997	0.00181	0.99997
0.00184	0.99997	0.00184	0.99997
0.00186	0.99997	0.00186	0.99997
0.00188	0.99997	0.00188	0.99997
0.00190	0.83127	0.00190	0.83124
0.00193	0.49249	0.00193	0.49249
0.00195	0.16275	0.00195	0.16275
0.00197	-0.11331	0.00197	-0.11328
0.00200	-0.25549	0.00200	-0.25549
0.00202	-0.19684	0.00202	-0.19681
0.00204	0.04581	0.00204	0.04584
0.00206	0.35019	0.00206	0.35022
0.00209	0.55142	0.00209	0.55142
0.00211	0.55112	0.00211	0.55112
0.00213	0.38516	0.00213	0.38516
0.00215	0.18671	0.00215	0.18671
0.00218	0.09094	0.00218	0.09094
0.00220	0.14551	0.00220	0.14548
0.00222	0.29678	0.00222	0.29675
0.00224	0.45816	0.00224	0.45813
0.00227	0.57394	0.00227	0.57391
0.00229	0.64560	0.00229	0.64560
0.00231	0.70966	0.00231	0.70966
0.00234	0.78928	0.00234	0.78925
0.00236	0.87311	0.00236	0.87311
0.00238	0.92950	0.00238	0.92950
0.00240	0.91742	0.00240	0.91742
0.00243	0.80698	0.00243	0.80698
0.00245	0.59540	0.00245	0.59543
0.00247	0.32071	0.00247	0.32074
0.00249	0.08350	0.00249	0.08353
0.00252	0.01154	0.00252	0.01154
0.00254	0.19235	0.00254	0.19238
0.00256	0.60486	0.00256	0.60486
0.00259	0.99997	0.00259	0.99997
0.00261	0.99997	0.00261	0.99997
0.00263	0.99997	0.00263	0.99997
0.00265	0.99997	0.00265	0.99997
0.00268	0.99997	0.00268	0.99997
0.00270	0.99997	0.00270	0.99997
0.00272	0.99997	0.00272	0.99997
0.00274	0.99997	0.00274	0.99997
0.00277	0.99997	0.00277	0.99997
0.00279	0.99997	0.00279	0.99997
0.00281	0.99997	0.00281	0.99997
0.00283	0.99997	0.00283	0.99997
0.00286	0.99997	0.00286	0.99997
0.00288	0.99997	0.00288	0.99997
0.00290	0.99997	0.00290	0.99997
0.00293	0.85153	0.00293	0.85153
0.00295	0.60660	0.00295	0.60660
0.00297	0.40833	0.00297	0.40836
0.00299	0.31439	0.00299	0.31439
0.00302	0.30853	0.00302	0.30850
0.00304	0.33508	0.00304	0.33508
0.00306	0.36127	0.00306	0.36127
0.00308	0.39325	0.00308	0.39322
0.00311	0.44815	0.00311	0.44815
0.00313	0.51694	0.00313	0.51691
0.00315	0.55789	0.00315	0.55789
0.00317	0.53082	0.00317	0.53082
0.00320	0.43411	0.00320	0.43408
0.00322	0.29657	0.00322	0.29660
0.00324	0.14328	0.00324	0.14328
0.00327	-0.02505	0.00327	-0.02505
0.00329	-0.21082	0.00329	-0.21082
0.00331	-0.38058	0.00331	-0.38062
0.00333	-0.45883	0.00333	-0.45883
0.00336	-0.38248	0.00336	-0.38245
0.00338	-0.17532	0.00338	-0.17532
0.00340	0.04092	0.00340	0.04095
0.00342	0.11960	0.00342	0.11957
0.00345	0.00189	0.00345	0.00186
0.00347	-0.22968	0.00347	-0.22968
0.00349	-0.41293	0.00349	-0.41290
0.00351	-0.43289	0.00351	-0.43295
0.00354	-0.30618	0.00354	-0.30618
0.00356	-0.15323	0.00356	-0.15323
0.00358	-0.08606	0.00358	-0.08603
0.00361	-0.11081	0.00361	-0.11078
0.00363	-0.13654	0.00363	-0.13654
0.00365	-0.06927	0.00365	-0.06931
0.00367	0.08878	0.00367	0.08878
0.00370	0.23306	0.00370	0.23306
0.00372	0.23914	0.00372	0.23914
0.00374	0.05603	0.00374	0.05603
0.00376	-0.25784	0.00376	-0.25784
0.00379	-0.58072	0.00379	-0.58072
0.00381	-0.80435	0.00381	-0.80438
0.00383	-0.87601	0.00383	-0.87601
0.00385	-0.79263	0.00385	-0.79263
0.00388	-0.58804	0.00388	-0.58804
0.00390	-0.32028	0.00390	-0.32022
0.00392	-0.07214	0.00392	-0.07217
0.00395	0.06927	0.00395	0.06927
0.00397	0.06094	0.00397	0.06094
0.00399	-0.06146	0.00399	-0.06146
0.00401	-0.19897	0.00401	-0.19897
0.00404	-0.25714	0.00404	-0.25714
0.00406	-0.21304	0.00406	-0.21304
0.00408	-0.12155	0.00408	-0.12158
0.00410	-0.05597	0.00410	-0.05600
0.00413	-0.04370	0.00413	-0.04370
0.00415	-0.05173	0.00415	-0.05173
0.00417	-0.04657	0.00417	-0.04654
0.00420	-0.05118	0.00420	-0.05121
0.00422	-0.13589	0.00422	-0.13596
0.00424	-0.35724	0.00424	-0.35727
0.00426	-0.68402	0.00426	-0.68399
